raw,filtered,baseline,delta,event,coin_in,state
36342,35922,35876,46,0,0,1
35984,35928,35876,52,0,0,1
35865,35922,35876,46,0,0,1
35885,35918,35876,42,0,0,1
35944,35921,35876,45,0,0,1
35805,35909,35876,33,0,0,1
35845,35903,35876,27,0,0,1
35746,35887,35876,11,0,0,1
35805,35879,35876,3,0,0,1
35805,35871,35875,-4,0,0,1
35805,35865,35875,-10,0,0,1
36401,35918,35876,42,0,0,1
35905,35917,35876,41,0,0,1
35845,35910,35876,34,0,0,1
35885,35907,35876,31,0,0,1
35805,35897,35876,21,0,0,1
35845,35892,35876,16,0,0,1
35885,35891,35876,15,0,0,1
35766,35879,35876,3,0,0,1
35805,35871,35876,-4,0,0,1
35805,35865,35876,-11,0,0,1
35805,35859,35876,-17,0,0,1
35885,35861,35876,-14,0,0,1
36262,35901,35876,25,0,0,1
35805,35892,35876,16,0,0,1
35865,35889,35876,13,0,0,1
35885,35889,35876,13,0,0,1
35805,35880,35876,4,0,0,1
35845,35877,35876,1,0,0,1
35925,35882,35876,6,0,0,1
35805,35874,35876,-2,0,0,1
35984,35885,35876,9,0,0,1
35885,35885,35876,9,0,0,1
35885,35885,35876,9,0,0,1
35905,35887,35876,11,0,0,1
36361,35934,35877,57,0,0,1
35944,35935,35877,58,0,0,1
35805,35922,35877,45,0,0,1
35865,35917,35877,39,0,0,1
35885,35913,35877,36,0,0,1
35845,35907,35877,29,0,0,1
35845,35900,35877,23,0,0,1
35805,35891,35877,14,0,0,1
35845,35886,35877,9,0,0,1
35805,35878,35877,1,0,0,1
35865,35877,35877,0,0,0,1
35766,35866,35877,-11,0,0,1
36203,35899,35877,22,0,0,1
35944,35904,35877,27,0,0,1
35805,35894,35877,17,0,0,1
35845,35889,35877,12,0,0,1
35805,35881,35877,4,0,0,1
35805,35873,35877,-4,0,0,1
35845,35870,35877,-6,0,0,1
35925,35876,35877,-1,0,0,1
35845,35873,35877,-4,0,0,1
35845,35870,35877,-7,0,0,1
35865,35869,35877,-7,0,0,1
35845,35867,35877,-10,0,0,1
36481,35928,35878,51,0,0,1
35944,35930,35878,52,0,0,1
35805,35917,35878,40,0,0,1
35805,35906,35878,29,0,0,1
35805,35896,35878,19,0,0,1
35805,35887,35877,10,0,0,1
36004,35899,35878,21,0,0,1
35805,35889,35878,12,0,0,1
35885,35889,35878,11,0,0,1
35805,35880,35877,3,0,0,1
35805,35873,35877,-4,0,0,1
35865,35872,35877,-5,0,0,1
36361,35921,35878,43,0,0,1
35845,35913,35878,35,0,0,1
35865,35909,35878,30,0,0,1
35865,35904,35878,26,0,0,1
35885,35902,35878,24,0,0,1
35845,35897,35878,18,0,0,1
35925,35899,35878,21,0,0,1
35865,35896,35878,18,0,0,1
35925,35899,35878,21,0,0,1
35885,35897,35878,19,0,0,1
35885,35896,35878,18,0,0,1
35885,35895,35878,17,0,0,1
35944,35900,35878,22,0,0,1
36322,35942,35879,63,0,0,1
35805,35928,35879,49,0,0,1
35845,35920,35879,41,0,0,1
35805,35909,35879,30,0,0,1
35805,35898,35879,19,0,0,1
35766,35885,35879,6,0,0,1
36143,35911,35879,32,0,0,1
35845,35904,35879,25,0,0,1
35944,35908,35879,29,0,0,1
35845,35902,35879,23,0,0,1
35805,35892,35879,13,0,0,1
35925,35895,35879,16,0,0,1
36302,35936,35880,56,0,0,1
35845,35927,35880,47,0,0,1
35766,35911,35880,31,0,0,1
35746,35894,35879,15,0,0,1
35805,35885,35879,6,0,0,1
35746,35871,35879,-8,0,0,1
35964,35881,35879,2,0,0,1
35885,35881,35879,2,0,0,1
35805,35874,35879,-6,0,0,1
35885,35875,35879,-4,0,0,1
35845,35872,35879,-7,0,0,1
35805,35865,35879,-14,0,0,1
36361,35915,35880,35,0,0,1
35845,35908,35880,28,0,0,1
35845,35901,35880,22,0,0,1
35944,35906,35880,26,0,0,1
35805,35896,35880,16,0,0,1
35805,35887,35880,7,0,0,1
35944,35892,35880,13,0,0,1
35805,35884,35880,4,0,0,1
35885,35884,35880,4,0,0,1
35845,35880,35880,0,0,0,1
35845,35876,35879,-3,0,0,1
35885,35877,35879,-2,0,0,1
36481,35938,35881,57,0,0,1
35805,35924,35881,44,0,0,1
35845,35916,35880,36,0,0,1
35865,35911,35880,31,0,0,1
35865,35907,35880,26,0,0,1
35845,35900,35880,20,0,0,1
35865,35897,35880,17,0,0,1
35805,35888,35880,8,0,0,1
35845,35883,35880,3,0,0,1
35746,35870,35880,-10,0,0,1
35845,35867,35880,-13,0,0,1
36322,35913,35881,32,0,0,1
35805,35902,35880,21,0,0,1
35805,35892,35880,12,0,0,1
35805,35884,35880,3,0,0,1
35845,35880,35880,0,0,0,1
35865,35878,35880,-2,0,0,1
35805,35871,35880,-9,0,0,1
35984,35882,35880,2,0,0,1
36044,35898,35880,18,0,0,1
35865,35895,35880,15,0,0,1
35805,35886,35880,6,0,0,1
35746,35872,35880,-8,0,0,1
36361,35921,35881,40,0,0,1
35805,35909,35881,28,0,0,1
35905,35909,35881,28,0,0,1
35845,35903,35881,22,0,0,1
35925,35905,35881,24,0,0,1
35845,35899,35881,18,0,0,1
35845,35893,35881,13,0,0,1
35845,35889,35881,8,0,0,1
35984,35898,35881,17,0,0,1
35845,35893,35881,12,0,0,1
35805,35884,35881,3,0,0,1
35845,35880,35881,-1,0,0,1
36342,35926,35882,45,0,0,1
35845,35918,35882,37,0,0,1
35805,35907,35881,25,0,0,1
35766,35893,35881,12,0,0,1
35865,35890,35881,9,0,0,1
35766,35878,35881,-3,0,0,1
35865,35876,35881,-5,0,0,1
35805,35869,35881,-12,0,0,1
35944,35877,35881,-4,0,0,1
35805,35870,35881,-11,0,0,1
35984,35881,35881,0,0,0,1
36361,35929,35882,47,0,0,1
35805,35917,35882,35,0,0,1
35865,35911,35882,30,0,0,1
35805,35901,35882,19,0,0,1
35845,35895,35882,14,0,0,1
35706,35876,35881,-5,0,0,1
35885,35877,35881,-4,0,0,1
35885,35878,35881,-3,0,0,1
35885,35879,35881,-3,0,0,1
35865,35877,35881,-4,0,0,1
35805,35870,35881,-11,0,0,1
35805,35864,35881,-17,0,0,1
36322,35909,35882,28,0,0,1
35984,35917,35882,35,0,0,1
35805,35906,35882,24,0,0,1
35925,35908,35882,26,0,0,1
35805,35897,35882,16,0,0,1
35845,35892,35882,10,0,0,1
35845,35887,35882,6,0,0,1
35925,35891,35882,9,0,0,1
35766,35879,35881,-3,0,0,1
35845,35875,35881,-6,0,0,1
35885,35876,35881,-5,0,0,1
36401,35929,35882,46,0,0,1
35885,35924,35883,42,0,0,1
35925,35924,35883,42,0,0,1
35766,35909,35882,26,0,0,1
36004,35918,35883,35,0,0,1
35766,35903,35882,21,0,0,1
36004,35913,35883,30,0,0,1
35845,35906,35883,24,0,0,1
35885,35904,35883,22,0,0,1
35885,35902,35883,20,0,0,1
35865,35898,35883,16,0,0,1
35885,35897,35883,15,0,0,1
35925,35900,35883,17,0,0,1
36421,35952,35884,68,0,0,1
36044,35961,35884,77,0,0,1
35805,35946,35884,62,0,0,1
35805,35932,35884,48,0,0,1
35865,35925,35884,41,0,0,1
35805,35913,35884,29,0,0,1
35885,35910,35884,27,0,0,1
35766,35896,35883,12,0,0,1
35964,35903,35883,19,0,0,1
35885,35901,35883,17,0,0,1
35964,35907,35884,23,0,0,1
35845,35901,35884,17,0,0,1
36262,35937,35884,53,0,0,1
35805,35924,35884,40,0,0,1
35944,35926,35884,42,0,0,1
35885,35922,35884,37,0,0,1
35805,35910,35884,26,0,0,1
35865,35906,35884,21,0,0,1
35885,35904,35884,19,0,0,1
35885,35902,35884,18,0,0,1
35845,35896,35884,12,0,0,1
35865,35893,35884,9,0,0,1
35905,35894,35884,10,0,0,1
35805,35885,35884,1,0,0,1
36322,35929,35885,44,0,0,1
35865,35922,35885,38,0,0,1
35805,35911,35885,26,0,0,1
35805,35900,35884,16,0,0,1
35766,35887,35884,3,0,0,1
35805,35879,35884,-5,0,0,1
35805,35871,35884,-13,0,0,1
35805,35865,35884,-19,0,0,1
35845,35863,35884,-21,0,0,1
35885,35865,35884,-19,0,0,1
35885,35867,35884,-17,0,0,1
35845,35865,35884,-19,0,0,1
36361,35914,35885,30,0,0,1
35805,35903,35884,19,0,0,1
35885,35902,35884,17,0,0,1
35766,35888,35884,4,0,0,1
36103,35909,35885,25,0,0,1
35746,35893,35884,9,0,0,1
35984,35902,35885,18,0,0,1
35805,35893,35884,8,0,0,1
35845,35888,35884,3,0,0,1
35845,35883,35884,-1,0,0,1
35944,35890,35884,5,0,0,1
35805,35881,35884,-3,0,0,1
36421,35935,35885,50,0,0,1
35885,35930,35885,45,0,0,1
35805,35918,35885,32,0,0,1
35766,35902,35885,18,0,0,1
35964,35909,35885,24,0,0,1
35805,35898,35885,13,0,0,1
35964,35905,35885,20,0,0,1
35805,35895,35885,10,0,0,1
35865,35892,35885,7,0,0,1
35805,35883,35885,-2,0,0,1
35905,35885,35885,1,0,0,1
35865,35883,35885,-1,0,0,1
35805,35875,35885,-9,0,0,1
36262,35914,35885,29,0,0,1
35805,35903,35885,18,0,0,1
35865,35899,35885,14,0,0,1
35865,35896,35885,11,0,0,1
35885,35895,35885,10,0,0,1
35885,35894,35885,9,0,0,1
35865,35891,35885,6,0,0,1
35865,35888,35885,3,0,0,1
35805,35880,35885,-5,0,0,1
35885,35881,35885,-4,0,0,1
35805,35873,35885,-12,0,0,1
35805,35866,35885,-18,0,0,1
36361,35916,35885,30,0,0,1
35805,35905,35885,19,0,0,1
36004,35915,35886,29,0,0,1
35984,35921,35886,36,0,0,1
35805,35910,35886,24,0,0,1
36083,35927,35886,41,0,0,1
35865,35921,35886,35,0,0,1
35805,35909,35886,24,0,0,1
36044,35923,35886,37,0,0,1
35805,35911,35886,25,0,0,1
35865,35906,35886,21,0,0,1
35805,35896,35886,11,0,0,1
36342,35941,35887,54,0,0,1
36004,35947,35887,60,0,0,1
35805,35933,35887,46,0,0,1
35885,35928,35887,41,0,0,1
35845,35920,35887,33,0,0,1
35964,35924,35887,37,0,0,1
35845,35916,35887,30,0,0,1
35925,35917,35887,30,0,0,1
35925,35918,35887,31,0,0,1
35865,35913,35887,26,0,0,1
35885,35910,35887,23,0,0,1
35706,35890,35886,3,0,0,1
36322,35933,35887,45,0,0,1
35925,35932,35887,45,0,0,1
35805,35919,35887,32,0,0,1
35964,35924,35887,36,0,0,1
35805,35912,35887,25,0,0,1
35885,35909,35887,22,0,0,1
35805,35899,35887,12,0,0,1
35805,35889,35887,2,0,0,1
35885,35889,35887,2,0,0,1
35885,35889,35887,2,0,0,1
35845,35884,35887,-3,0,0,1
36501,35946,35888,58,0,0,1
35766,35928,35888,40,0,0,1
36064,35941,35888,53,0,0,1
35746,35922,35888,34,0,0,1
35984,35928,35888,40,0,0,1
35805,35916,35888,28,0,0,1
35885,35913,35888,25,0,0,1
35845,35906,35888,18,0,0,1
35885,35904,35888,16,0,0,1
35845,35898,35888,10,0,0,1
35885,35897,35888,9,0,0,1
35845,35892,35888,4,0,0,1
36421,35944,35889,56,0,0,1
35845,35934,35889,46,0,0,1
35805,35922,35889,33,0,0,1
35805,35910,35888,22,0,0,1
35845,35903,35888,15,0,0,1
35925,35906,35888,17,0,0,1
35885,35903,35888,15,0,0,1
35805,35894,35888,5,0,0,1
35925,35897,35888,8,0,0,1
35805,35888,35888,-1,0,0,1
35746,35873,35888,-14,0,0,1
35746,35861,35888,-27,0,0,1
36501,35925,35889,36,0,0,1
35865,35919,35889,30,0,0,1
35766,35903,35888,15,0,0,1
35805,35894,35888,5,0,0,1
35885,35893,35888,4,0,0,1
35805,35884,35888,-4,0,0,1
35766,35872,35888,-16,0,0,1
35746,35860,35888,-28,0,0,1
35885,35862,35888,-26,0,0,1
35944,35870,35888,-18,0,0,1
35805,35864,35888,-24,0,0,1
36322,35910,35888,21,0,0,1
35885,35907,35888,19,0,0,1
35805,35897,35888,9,0,0,1
35944,35902,35888,13,0,0,1
35746,35886,35888,-2,0,0,1
36044,35902,35888,13,0,0,1
35885,35900,35888,12,0,0,1
35944,35905,35889,16,0,0,1
35865,35901,35889,12,0,0,1
35865,35897,35889,8,0,0,1
35905,35898,35889,9,0,0,1
35706,35879,35888,-10,0,0,1
36600,35951,35890,61,0,0,1
35885,35944,35890,55,0,0,1
36044,35954,35890,64,0,0,1
35805,35939,35890,49,0,0,1
35845,35930,35890,40,0,0,1
35805,35917,35890,28,0,0,1
35805,35906,35889,17,0,0,1
35885,35904,35889,15,0,0,1
35805,35894,35889,5,0,0,1
35885,35893,35889,4,0,0,1
35766,35880,35889,-8,0,0,1
35805,35873,35889,-16,0,0,1
36501,35936,35890,46,0,0,1
35885,35931,35890,41,0,0,1
35885,35926,35890,36,0,0,1
35845,35918,35890,28,0,0,1
35885,35915,35890,25,0,0,1
35805,35904,35890,14,0,0,1
35805,35894,35890,4,0,0,1
35984,35903,35890,13,0,0,1
35845,35897,35890,7,0,0,1
35885,35896,35890,6,0,0,1
35845,35891,35890,1,0,0,1
35845,35886,35889,-3,0,0,1
36481,35946,35891,55,0,0,1
35885,35940,35891,49,0,0,1
35845,35930,35891,40,0,0,1
35805,35918,35890,27,0,0,1
35944,35920,35890,30,0,0,1
35805,35909,35890,18,0,0,1
35925,35910,35890,20,0,0,1
35845,35904,35890,14,0,0,1
35905,35904,35890,14,0,0,1
35746,35888,35890,-2,0,0,1
35766,35876,35890,-14,0,0,1
35746,35863,35890,-27,0,0,1
36361,35913,35890,22,0,0,1
35944,35916,35891,25,0,0,1
35845,35909,35890,18,0,0,1
35885,35906,35890,16,0,0,1
35805,35896,35890,6,0,0,1
35885,35895,35890,5,0,0,1
35805,35886,35890,-4,0,0,1
36044,35902,35890,12,0,0,1
35865,35898,35890,8,0,0,1
35845,35893,35890,3,0,0,1
35805,35884,35890,-6,0,0,1
36361,35932,35891,41,0,0,1
35845,35923,35891,32,0,0,1
35805,35911,35891,21,0,0,1
35984,35919,35891,28,0,0,1
35805,35907,35891,16,0,0,1
35845,35901,35891,10,0,0,1
36004,35911,35891,20,0,0,1
35805,35901,35891,10,0,0,1
35944,35905,35891,14,0,0,1
35865,35901,35891,10,0,0,1
35805,35891,35891,1,0,0,1
35647,35867,35890,-23,0,0,1
36361,35916,35891,25,0,0,1
36004,35925,35891,34,0,0,1
36044,35937,35892,45,0,0,1
35865,35930,35892,38,0,0,1
35964,35933,35892,41,0,0,1
35805,35920,35892,29,0,0,1
35845,35913,35891,21,0,0,1
35766,35898,35891,7,0,0,1
36004,35909,35891,17,0,0,1
35766,35894,35891,3,0,0,1
35885,35894,35891,2,0,0,1
35766,35881,35891,-10,0,0,1
36361,35929,35892,37,0,0,1
35805,35916,35892,25,0,0,1
35805,35905,35892,14,0,0,1
35805,35895,35891,4,0,0,1
35845,35890,35891,-1,0,0,1
35925,35894,35891,2,0,0,1
35746,35879,35891,-12,0,0,1
35885,35880,35891,-12,0,0,1
35964,35888,35891,-3,0,0,1
35845,35884,35891,-7,0,0,1
35964,35892,35891,0,0,0,1
35746,35877,35891,-14,0,0,1
36501,35940,35892,47,0,0,1
35845,35930,35892,38,0,0,1
35845,35922,35892,30,0,0,1
35845,35914,35892,22,0,0,1
35944,35917,35892,25,0,0,1
35766,35902,35892,10,0,0,1
35845,35896,35892,4,0,0,1
35805,35887,35892,-5,0,0,1
35805,35879,35891,-13,0,0,1
36044,35895,35892,4,0,0,1
35746,35880,35891,-11,0,0,1
36064,35899,35892,7,0,0,1
36421,35951,35893,58,0,0,1
35885,35944,35893,52,0,0,1
35845,35934,35893,42,0,0,1
35944,35935,35893,43,0,0,1
35845,35926,35893,34,0,0,1
35905,35924,35893,31,0,0,1
35865,35918,35893,26,0,0,1
35885,35915,35893,22,0,0,1
35984,35922,35893,29,0,0,1
35865,35916,35893,23,0,0,1
35845,35909,35893,16,0,0,1
36580,35976,35894,82,0,0,1
36044,35983,35894,89,0,0,1
35845,35969,35894,75,0,0,1
35925,35965,35894,70,0,0,1
35925,35961,35894,66,0,0,1
35845,35949,35894,55,0,0,1
35905,35945,35894,50,0,0,1
35805,35931,35894,37,0,0,1
35964,35934,35894,40,0,0,1
35805,35921,35894,27,0,0,1
35845,35914,35894,20,0,0,1
35845,35907,35894,13,0,0,1
36302,35946,35895,51,0,0,1
35885,35940,35895,45,0,0,1
35925,35939,35895,44,0,0,1
35865,35931,35895,37,0,0,1
35984,35937,35895,42,0,0,1
35845,35927,35895,33,0,0,1
35944,35929,35895,34,0,0,1
35865,35923,35895,28,0,0,1
35805,35911,35895,16,0,0,1
35865,35906,35895,12,0,0,1
35865,35902,35895,8,0,0,1
35706,35883,35894,-12,0,0,1
36401,35934,35895,39,0,0,1
35766,35918,35895,23,0,0,1
35766,35902,35895,8,0,0,1
35805,35893,35895,-2,0,0,1
35766,35880,35894,-14,0,0,1
35865,35878,35894,-16,0,0,1
35805,35871,35894,-23,0,0,1
35925,35876,35894,-18,0,0,1
35805,35869,35894,-25,0,0,1
35845,35867,35894,-27,0,0,1
35845,35865,35894,-29,0,0,1
35845,35863,35894,-31,0,0,1
36421,35919,35895,24,0,0,1
35925,35919,35895,24,0,0,1
35984,35926,35895,31,0,0,1
35766,35910,35895,15,0,0,1
35885,35907,35895,13,0,0,1
35805,35897,35894,3,0,0,1
35885,35896,35894,1,0,0,1
35845,35891,35894,-4,0,0,1
35805,35882,35894,-12,0,0,1
35805,35874,35894,-20,0,0,1
35805,35867,35894,-26,0,0,1
35944,35875,35894,-19,0,0,1
35805,35868,35894,-26,0,0,1
36361,35917,35895,23,0,0,1
35845,35910,35895,16,0,0,1
35845,35904,35895,9,0,0,1
35805,35894,35894,-1,0,0,1
35766,35881,35894,-13,0,0,1
35885,35881,35894,-13,0,0,1
35845,35878,35894,-16,0,0,1
35885,35878,35894,-15,0,0,1
35885,35879,35894,-15,0,0,1
35905,35882,35894,-12,0,0,1
36044,35898,35894,4,0,0,1
36481,35956,35895,61,0,0,1
35905,35951,35895,56,0,0,1
35805,35937,35895,41,0,0,1
35805,35923,35895,28,0,0,1
35885,35920,35895,24,0,0,1
35885,35916,35895,21,0,0,1
35944,35919,35895,24,0,0,1
35885,35915,35895,20,0,0,1
35746,35899,35895,4,0,0,1
35805,35889,35895,-5,0,0,1
35845,35885,35895,-10,0,0,1
35905,35887,35895,-8,0,0,1
35706,35869,35894,-25,0,0,1
36361,35918,35895,23,0,0,1
35964,35923,35895,27,0,0,1
35805,35911,35895,16,0,0,1
35845,35904,35895,9,0,0,1
35805,35894,35895,-1,0,0,1
35865,35891,35895,-3,0,0,1
35766,35879,35894,-16,0,0,1
35845,35875,35894,-19,0,0,1
35845,35872,35894,-22,0,0,1
35805,35866,35894,-29,0,0,1
35865,35866,35894,-29,0,0,1
35766,35856,35894,-38,0,0,1
36262,35896,35895,2,0,0,1
35845,35891,35894,-3,0,0,1
35885,35890,35894,-4,0,0,1
35885,35890,35894,-4,0,0,1
35885,35889,35894,-5,0,0,1
35984,35899,35895,4,0,0,1
35845,35894,35895,-1,0,0,1
35706,35875,35894,-19,0,0,1
35805,35868,35894,-26,0,0,1
35805,35861,35894,-32,0,0,1
35984,35874,35894,-20,0,0,1
35746,35861,35894,-33,0,0,1
36322,35907,35894,13,0,0,1
35766,35893,35894,-1,0,0,1
35805,35884,35894,-10,0,0,1
35885,35884,35894,-10,0,0,1
35885,35884,35894,-10,0,0,1
35805,35876,35894,-17,0,0,1
35925,35881,35894,-13,0,0,1
35766,35870,35894,-24,0,0,1
35865,35869,35894,-24,0,0,1
35766,35859,35893,-34,0,0,1
35865,35860,35893,-34,0,0,1
35766,35850,35893,-43,0,0,1
36342,35899,35894,5,0,0,1
35885,35898,35894,4,0,0,1
35746,35883,35894,-11,0,0,1
35885,35883,35894,-11,0,0,1
35805,35875,35893,-18,0,0,1
36044,35892,35894,-2,0,0,1
35964,35899,35894,5,0,0,1
35805,35890,35894,-4,0,0,1
35845,35885,35894,-8,0,0,1
35766,35873,35893,-20,0,0,1
36064,35892,35894,-1,0,0,1
35766,35880,35893,-14,0,0,1
36342,35926,35894,32,0,0,1
35845,35918,35894,24,0,0,1
35865,35913,35894,18,0,0,1
36044,35926,35894,31,0,0,1
35805,35914,35894,19,0,0,1
35865,35909,35894,15,0,0,1
35865,35904,35894,10,0,0,1
35805,35894,35894,0,0,0,1
35805,35886,35894,-8,0,0,1
35706,35868,35893,-26,0,0,1
35845,35865,35893,-28,0,0,1
35766,35855,35893,-38,0,0,1
36222,35892,35894,-2,0,0,1
35905,35893,35894,0,0,0,1
35746,35879,35893,-15,0,0,1
35845,35875,35893,-18,0,0,1
35805,35868,35893,-25,0,0,1
35885,35870,35893,-23,0,0,1
35805,35863,35893,-30,0,0,1
35865,35864,35893,-29,0,0,1
35845,35862,35893,-31,0,0,1
35925,35868,35893,-25,0,0,1
35905,35872,35893,-21,0,0,1
35766,35861,35893,-32,0,0,1
36361,35911,35894,17,0,0,1
35746,35895,35893,1,0,0,1
35805,35886,35893,-8,0,0,1
35905,35888,35893,-6,0,0,1
35944,35893,35893,0,0,0,1
35746,35879,35893,-14,0,0,1
35865,35877,35893,-16,0,0,1
35805,35870,35893,-23,0,0,1
35845,35867,35893,-25,0,0,1
35944,35875,35893,-18,0,0,1
35885,35876,35893,-17,0,0,1
35805,35869,35893,-24,0,0,1
36361,35918,35894,25,0,0,1
35805,35907,35893,13,0,0,1
35805,35897,35893,3,0,0,1
35805,35888,35893,-6,0,0,1
35845,35883,35893,-10,0,0,1
35845,35879,35893,-13,0,0,1
35746,35866,35893,-26,0,0,1
36004,35880,35893,-13,0,0,1
35885,35880,35893,-12,0,0,1
35885,35881,35893,-12,0,0,1
35805,35873,35893,-19,0,0,1
35805,35866,35892,-26,0,0,1
36620,35942,35894,48,0,0,1
35845,35932,35894,38,0,0,1
35845,35923,35894,30,0,0,1
35805,35912,35893,18,0,0,1
35805,35901,35893,8,0,0,1
35885,35899,35893,6,0,0,1
35746,35884,35893,-9,0,0,1
35845,35880,35893,-13,0,0,1
35706,35863,35893,-30,0,0,1
35885,35865,35893,-28,0,0,1
35766,35855,35892,-37,0,0,1
35885,35858,35892,-34,0,0,1
36361,35908,35893,15,0,0,1
35984,35916,35893,22,0,0,1
35944,35919,35894,25,0,0,1
35845,35911,35893,18,0,0,1
35885,35909,35893,15,0,0,1
35865,35904,35893,11,0,0,1
35845,35898,35893,5,0,0,1
35766,35885,35893,-8,0,0,1
35805,35877,35893,-16,0,0,1
35805,35870,35893,-23,0,0,1
35905,35873,35893,-19,0,0,1
35805,35867,35893,-26,0,0,1
35845,35864,35892,-28,0,0,1
36401,35918,35893,25,0,0,1
35885,35915,35893,21,0,0,1
35865,35910,35893,16,0,0,1
35885,35907,35893,14,0,0,1
35805,35897,35893,4,0,0,1
35885,35896,35893,3,0,0,1
35805,35887,35893,-6,0,0,1
35845,35883,35893,-10,0,0,1
35805,35875,35893,-18,0,0,1
35805,35868,35893,-25,0,0,1
35885,35870,35893,-23,0,0,1
35666,35849,35892,-43,0,0,1
36361,35900,35893,7,0,0,1
35845,35895,35893,2,0,0,1
35805,35886,35893,-7,0,0,1
35805,35878,35893,-15,0,0,1
35805,35870,35892,-22,0,0,1
35845,35868,35892,-24,0,0,1
35805,35862,35892,-31,0,0,1
35905,35866,35892,-26,0,0,1
35805,35860,35892,-32,0,0,1
35805,35854,35892,-37,0,0,1
35944,35891,35885,6,0,0,0
36421,35944,35886,58,0,0,0
36481,35998,35887,110,0,0,0
36421,36040,35888,151,0,0,0
36421,36078,35890,189,0,0,0
36481,36118,35891,228,0,0,0
36421,36149,35892,257,0,0,0
36481,36182,35893,289,0,0,0
36481,36212,35894,318,0,0,0
36401,36231,35895,335,0,0,0
36421,36250,35896,353,0,0,0
36481,36273,35897,375,0,0,0
36481,36294,35899,395,0,0,0
36401,36304,35900,405,0,0,0
36401,36314,35901,413,0,0,0
36441,36327,35902,425,0,0,0
36361,36330,35903,428,0,0,0
36441,36341,35904,438,0,0,0
36401,36347,35905,443,0,0,0
36361,36349,35906,443,0,0,0
36361,36350,35907,443,0,0,0
36401,36355,35907,447,0,0,0
36401,36360,35908,451,0,0,0
36401,36364,35909,454,0,0,0
36481,36375,35911,465,0,0,0
36481,36386,35912,474,0,0,0
36401,36387,35913,475,0,0,0
36481,36397,35914,483,0,0,0
36481,36405,35915,490,0,0,0
36401,36405,35916,489,0,0,0
36401,36404,35917,487,0,0,0
36361,36400,35918,482,0,0,0
36361,36396,35919,477,0,0,0
36361,36393,35920,473,0,0,0
36322,36386,35920,465,0,0,0
36222,36369,35921,448,0,0,0
11140,33846,35872,-2025,0,1,0
11895,31651,35824,-4172,0,1,0
14616,29948,35781,-5833,0,1,0
16522,28605,35743,-7138,0,1,0
16622,27407,35704,-8298,0,1,0
16582,26324,35666,-9342,0,1,0
17396,25431,35630,-10198,0,1,0
17595,24648,35594,-10946,0,1,0
17535,23937,35557,-11621,0,1,0
17813,23324,35522,-12198,0,1,0
17694,22761,35486,-12725,0,1,0
17336,22219,35450,-13231,0,1,0
16800,21677,35413,-13736,0,1,0
16066,21116,35374,-14258,0,1,0
15648,20569,35334,-14766,0,1,0
16006,20113,35296,-15183,0,1,0
15907,19692,35257,-15565,0,1,0
15529,19276,35218,-15942,0,1,0
16066,18955,35179,-16225,0,1,0
9234,17983,35127,-17145,0,1,0
36401,19825,35130,-15305,1,0,1
36361,21478,35132,-13654,0,0,1
35805,22911,35134,-12223,0,0,1
35845,24204,35135,-10931,0,0,1
35845,25368,35137,-9768,0,0,1
35845,26416,35138,-8722,0,0,1
35805,27355,35139,-7785,0,0,1
35805,28200,35141,-6941,0,0,1
35845,28964,35142,-6178,0,0,1
35805,29648,35144,-5495,0,0,1
35845,30268,35145,-4877,0,0,1
35845,30826,35146,-4321,0,0,1
35845,31328,35148,-3820,0,0,1
36361,31831,35150,-3319,0,0,1
35905,32238,35152,-2913,0,0,1
35805,32595,35153,-2558,0,0,1
35805,32916,35154,-2238,0,0,1
35865,33211,35156,-1945,0,0,1
35805,33470,35157,-1687,0,0,1
35845,33708,35158,-1451,0,0,1
35845,33922,35160,-1238,0,0,1
35845,34114,35161,-1047,0,0,1
35845,34287,35163,-875,0,0,1
35845,34443,35164,-721,0,0,1
35805,34579,35165,-586,0,0,1
36361,34757,35168,-410,0,0,1
35885,34870,35169,-299,0,0,1
35845,34968,35170,-203,0,0,1
35805,35051,35172,-120,0,0,1
35845,35131,35173,-42,0,0,1
35865,35204,35174,30,0,0,1
35766,35260,35176,85,0,0,1
35805,35315,35177,138,0,0,1
35805,35364,35178,186,0,0,1
35805,35408,35179,229,0,0,1
35805,35448,35181,267,0,0,1
35885,35491,35182,309,0,0,1
36361,35578,35184,394,0,0,1
35845,35605,35186,419,0,0,1
35885,35633,35187,446,0,0,1
35805,35650,35188,462,0,0,1
35845,35670,35190,480,0,0,1
35885,35691,35191,500,0,0,1
35925,35715,35192,522,0,0,1
35805,35724,35194,530,0,0,1
35964,35748,35195,552,0,0,1
35885,35761,35197,565,0,0,1
35885,35774,35198,576,0,0,1
35805,35777,35199,578,0,0,1
36421,35841,35202,640,0,0,1
36004,35858,35203,654,0,0,1
35845,35856,35205,652,0,0,1
35845,35855,35206,649,0,0,1
35805,35850,35207,643,0,0,1
35885,35854,35208,645,0,0,1
35746,35843,35209,633,0,0,1
35964,35855,35211,644,0,0,1
35805,35850,35212,638,0,0,1
35845,35850,35213,636,0,0,1
35805,35845,35215,630,0,0,1
35805,35841,35216,625,0,0,1
36501,35907,35218,689,0,0,1
35905,35907,35220,687,0,0,1
35805,35897,35221,676,0,0,1
35845,35892,35222,669,0,0,1
35706,35873,35223,650,0,0,1
35746,35860,35224,636,0,0,1
35805,35855,35225,629,0,0,1
35805,35850,35227,623,0,0,1
