raw,filtered,baseline,delta,event,coin_in,state
36044,35936,35817,119,0,0,1
35845,35927,35817,110,0,0,1
35845,35919,35817,101,0,0,1
35746,35902,35817,84,0,0,1
36441,35956,35819,137,0,0,1
36044,35964,35819,145,0,0,1
35885,35956,35819,137,0,0,1
35905,35951,35819,132,0,0,1
35865,35943,35819,123,0,0,1
35766,35925,35819,106,0,0,1
35805,35913,35819,94,0,0,1
35805,35902,35819,83,0,0,1
35805,35892,35819,73,0,0,1
35805,35884,35819,65,0,0,1
35845,35880,35819,61,0,0,1
35845,35876,35819,57,0,0,1
36342,35923,35820,103,0,0,1
35885,35919,35820,99,0,0,1
35845,35912,35820,91,0,0,1
35766,35897,35820,77,0,0,1
35845,35892,35820,71,0,0,1
35865,35889,35821,69,0,0,1
35905,35891,35821,70,0,0,1
35805,35882,35821,62,0,0,1
35865,35880,35821,60,0,0,1
35746,35867,35821,46,0,0,1
35925,35873,35821,52,0,0,1
35805,35866,35821,45,0,0,1
36361,35916,35822,94,0,0,1
35905,35915,35822,92,0,0,1
35845,35908,35822,85,0,0,1
35845,35901,35822,79,0,0,1
35845,35896,35822,73,0,0,1
35805,35887,35822,64,0,0,1
35845,35882,35822,60,0,0,1
35805,35875,35822,52,0,0,1
35805,35868,35822,46,0,0,1
35845,35865,35822,43,0,0,1
35845,35863,35822,41,0,0,1
35746,35852,35822,29,0,0,1
36481,35915,35824,91,0,0,1
35766,35900,35823,76,0,0,1
35885,35898,35823,75,0,0,1
35845,35893,35824,69,0,0,1
35706,35874,35823,51,0,0,1
35845,35871,35823,48,0,0,1
35805,35865,35823,41,0,0,1
35885,35867,35823,43,0,0,1
35845,35865,35823,41,0,0,1
35706,35849,35823,25,0,0,1
35865,35850,35823,27,0,0,1
36342,35899,35824,75,0,0,1
35885,35898,35824,74,0,0,1
35845,35893,35825,68,0,0,1
35845,35888,35825,63,0,0,1
35845,35884,35825,59,0,0,1
35746,35870,35824,45,0,0,1
35885,35871,35825,47,0,0,1
35805,35865,35825,40,0,0,1
35865,35865,35825,40,0,0,1
35805,35859,35825,34,0,0,1
35805,35853,35825,29,0,0,1
35865,35855,35825,30,0,0,1
36302,35899,35826,74,0,0,1
35845,35894,35826,68,0,0,1
35766,35881,35826,56,0,0,1
35885,35881,35826,56,0,0,1
35805,35874,35826,48,0,0,1
35805,35867,35826,41,0,0,1
35845,35865,35826,39,0,0,1
35845,35863,35826,37,0,0,1
35885,35865,35826,39,0,0,1
35845,35863,35826,37,0,0,1
35885,35865,35826,39,0,0,1
35766,35855,35826,29,0,0,1
36203,35890,35827,63,0,0,1
35964,35897,35827,71,0,0,1
35805,35888,35827,61,0,0,1
35885,35888,35827,61,0,0,1
35964,35895,35827,68,0,0,1
35766,35883,35827,55,0,0,1
35905,35885,35827,57,0,0,1
35805,35877,35827,50,0,0,1
35805,35870,35827,42,0,0,1
35805,35863,35827,36,0,0,1
35845,35861,35827,34,0,0,1
35845,35860,35827,32,0,0,1
36421,35916,35828,87,0,0,1
35925,35917,35829,88,0,0,1
35805,35906,35829,77,0,0,1
35885,35904,35829,75,0,0,1
35805,35894,35829,65,0,0,1
35805,35885,35829,56,0,0,1
35766,35873,35829,44,0,0,1
35805,35866,35828,38,0,0,1
35766,35856,35828,28,0,0,1
35805,35851,35828,23,0,0,1
35766,35842,35828,14,0,0,1
35805,35839,35828,11,0,0,1
36361,35891,35829,62,0,0,1
35845,35886,35829,57,0,0,1
35805,35878,35829,49,0,0,1
35805,35871,35829,42,0,0,1
35805,35864,35829,35,0,0,1
35845,35862,35829,33,0,0,1
35805,35857,35829,28,0,0,1
35766,35848,35829,19,0,0,1
35845,35847,35829,18,0,0,1
35805,35843,35829,14,0,0,1
35706,35829,35829,1,0,0,1
35845,35831,35829,2,0,0,1
36322,35880,35830,50,0,0,1
35805,35873,35830,43,0,0,1
35984,35884,35830,54,0,0,1
35706,35866,35830,36,0,0,1
35805,35860,35830,30,0,0,1
35845,35858,35830,29,0,0,1
35805,35853,35830,23,0,0,1
35805,35848,35830,19,0,0,1
35805,35844,35830,14,0,0,1
35766,35836,35829,7,0,0,1
35805,35833,35829,4,0,0,1
35766,35826,35829,-3,0,0,1
36361,35880,35830,49,0,0,1
35805,35872,35830,42,0,0,1
35905,35876,35830,45,0,0,1
35845,35872,35831,42,0,0,1
35964,35882,35831,51,0,0,1
35766,35870,35831,39,0,0,1
36004,35883,35831,52,0,0,1
35845,35880,35831,49,0,0,1
35885,35880,35831,49,0,0,1
35845,35877,35831,45,0,0,1
35845,35873,35831,42,0,0,1
35805,35867,35831,35,0,0,1
36421,35922,35832,90,0,0,1
35885,35918,35832,86,0,0,1
35805,35907,35832,75,0,0,1
35746,35891,35832,59,0,0,1
35925,35894,35832,62,0,0,1
35805,35885,35832,53,0,0,1
35885,35885,35832,53,0,0,1
35746,35871,35832,39,0,0,1
35944,35879,35833,46,0,0,1
35905,35881,35833,49,0,0,1
35746,35868,35833,35,0,0,1
35746,35856,35832,23,0,0,1
36361,35906,35833,73,0,0,1
35925,35908,35834,74,0,0,1
35964,35914,35834,80,0,0,1
35845,35907,35834,73,0,0,1
35805,35897,35834,63,0,0,1
35805,35887,35834,54,0,0,1
35766,35875,35834,42,0,0,1
35845,35872,35834,39,0,0,1
35805,35866,35834,32,0,0,1
35766,35856,35833,22,0,0,1
35905,35860,35834,27,0,0,1
35805,35855,35833,21,0,0,1
36361,35906,35835,71,0,0,1
35865,35901,35835,67,0,0,1
35984,35910,35835,75,0,0,1
35865,35905,35835,70,0,0,1
35885,35903,35835,68,0,0,1
35905,35903,35835,68,0,0,1
35805,35894,35835,58,0,0,1
35845,35889,35835,54,0,0,1
35865,35886,35835,51,0,0,1
35746,35872,35835,37,0,0,1
35746,35860,35835,25,0,0,1
36361,35910,35836,74,0,0,1
35805,35899,35836,63,0,0,1
35885,35898,35836,62,0,0,1
35925,35901,35836,64,0,0,1
35746,35885,35836,49,0,0,1
35845,35881,35836,45,0,0,1
35845,35878,35836,41,0,0,1
35845,35874,35836,38,0,0,1
35885,35875,35836,39,0,0,1
35885,35876,35836,40,0,0,1
35905,35879,35836,43,0,0,1
35885,35880,35837,43,0,0,1
36302,35922,35837,85,0,0,1
35805,35910,35837,73,0,0,1
35766,35896,35837,59,0,0,1
35845,35891,35837,54,0,0,1
36064,35908,35838,70,0,0,1
35746,35892,35838,54,0,0,1
35925,35895,35838,58,0,0,1
35984,35904,35838,66,0,0,1
35944,35908,35838,70,0,0,1
36004,35918,35839,79,0,0,1
35885,35914,35839,76,0,0,1
35885,35911,35839,73,0,0,1
36361,35956,35840,117,0,0,1
35805,35941,35840,102,0,0,1
36044,35952,35840,111,0,0,1
35706,35927,35840,87,0,0,1
35845,35919,35840,79,0,0,1
35805,35907,35840,68,0,0,1
35766,35893,35840,54,0,0,1
35845,35888,35840,49,0,0,1
35805,35880,35840,40,0,0,1
35805,35873,35840,33,0,0,1
35805,35866,35839,26,0,0,1
36361,35915,35841,75,0,0,1
35885,35912,35841,72,0,0,1
35805,35902,35841,61,0,0,1
35805,35892,35840,51,0,0,1
35766,35879,35840,39,0,0,1
35746,35866,35840,26,0,0,1
35925,35872,35840,32,0,0,1
35845,35869,35840,29,0,0,1
35805,35863,35840,22,0,0,1
35805,35857,35840,17,0,0,1
35885,35860,35840,19,0,0,1
35885,35862,35840,22,0,0,1
35865,35863,35840,22,0,0,1
36361,35912,35842,71,0,0,1
35905,35912,35842,70,0,0,1
35805,35901,35842,59,0,0,1
35905,35901,35842,60,0,0,1
35845,35896,35842,54,0,0,1
35905,35897,35842,55,0,0,1
35805,35888,35842,46,0,0,1
35805,35879,35842,38,0,0,1
35865,35878,35842,36,0,0,1
35805,35871,35842,29,0,0,1
35865,35870,35842,28,0,0,1
35805,35863,35842,22,0,0,1
36361,35913,35843,70,0,0,1
35925,35914,35843,71,0,0,1
35766,35900,35843,57,0,0,1
35885,35898,35843,55,0,0,1
35805,35889,35843,46,0,0,1
35944,35894,35843,51,0,0,1
35984,35903,35843,60,0,0,1
35845,35897,35843,54,0,0,1
35805,35888,35843,45,0,0,1
35885,35888,35843,45,0,0,1
35865,35886,35843,42,0,0,1
35805,35878,35843,34,0,0,1
36361,35926,35844,82,0,0,1
35984,35932,35845,87,0,0,1
35865,35925,35845,80,0,0,1
35845,35917,35845,72,0,0,1
35964,35922,35845,77,0,0,1
35805,35910,35845,65,0,0,1
35865,35906,35845,61,0,0,1
35925,35907,35845,63,0,0,1
35865,35903,35845,58,0,0,1
35865,35899,35845,54,0,0,1
35766,35886,35845,41,0,0,1
35845,35882,35845,37,0,0,1
35865,35880,35845,35,0,0,1
36361,35928,35846,82,0,0,1
35845,35920,35846,74,0,0,1
35905,35918,35846,72,0,0,1
35905,35917,35846,71,0,0,1
35885,35914,35846,68,0,0,1
35925,35915,35846,69,0,0,1
35885,35912,35847,65,0,0,1
35766,35897,35846,51,0,0,1
35865,35894,35846,48,0,0,1
35706,35875,35846,29,0,0,1
35805,35868,35846,22,0,0,1
35805,35862,35846,16,0,0,1
36361,35912,35847,65,0,0,1
35885,35909,35847,62,0,0,1
35805,35899,35847,52,0,0,1
35925,35901,35847,54,0,0,1
35746,35886,35847,39,0,0,1
35885,35886,35847,39,0,0,1
35984,35896,35847,48,0,0,1
35845,35891,35847,43,0,0,1
35865,35888,35847,41,0,0,1
35925,35892,35848,44,0,0,1
35805,35883,35848,35,0,0,1
35805,35875,35847,28,0,0,1
35845,35872,35847,25,0,0,1
36342,35919,35848,71,0,0,1
35805,35908,35848,59,0,0,1
35805,35897,35848,49,0,0,1
35925,35900,35848,52,0,0,1
35805,35891,35848,42,0,0,1
36044,35906,35849,57,0,0,1
35984,35914,35849,65,0,0,1
35944,35917,35849,68,0,0,1
35845,35910,35849,60,0,0,1
35865,35905,35849,56,0,0,1
35805,35895,35849,46,0,0,1
35845,35890,35849,41,0,0,1
36481,35949,35850,99,0,0,1
35865,35941,35850,90,0,0,1
35885,35935,35850,85,0,0,1
35805,35922,35850,72,0,0,1
35865,35916,35850,66,0,0,1
35984,35923,35851,73,0,0,1
35925,35923,35851,73,0,0,1
35885,35920,35851,69,0,0,1
35845,35912,35851,61,0,0,1
35885,35909,35851,58,0,0,1
35805,35899,35851,48,0,0,1
35746,35884,35851,33,0,0,1
35805,35876,35851,25,0,0,1
36421,35930,35852,79,0,0,1
35885,35926,35852,74,0,0,1
35845,35918,35852,66,0,0,1
35805,35906,35852,55,0,0,1
35885,35904,35852,53,0,0,1
35885,35902,35852,50,0,0,1
35805,35893,35852,41,0,0,1
35925,35896,35852,44,0,0,1
35746,35881,35852,29,0,0,1
35944,35887,35852,35,0,0,1
35865,35885,35852,33,0,0,1
35706,35867,35852,15,0,0,1
36421,35922,35853,70,0,0,1
35805,35911,35853,58,0,0,1
35865,35906,35853,53,0,0,1
35984,35914,35853,61,0,0,1
35766,35899,35853,46,0,0,1
35845,35894,35853,41,0,0,1
35845,35889,35853,36,0,0,1
35766,35877,35853,24,0,0,1
35706,35860,35852,7,0,0,1
35805,35854,35852,2,0,0,1
35885,35857,35852,5,0,0,1
35746,35846,35852,-6,0,0,1
36361,35898,35853,44,0,0,1
35905,35898,35853,45,0,0,1
35805,35889,35853,36,0,0,1
35905,35891,35853,37,0,0,1
35805,35882,35853,29,0,0,1
35845,35878,35853,25,0,0,1
35805,35871,35853,18,0,0,1
35845,35868,35853,15,0,0,1
35805,35862,35853,9,0,0,1
35766,35852,35853,0,0,0,1
35885,35856,35853,3,0,0,1
35845,35855,35853,2,0,0,1
36501,35919,35854,65,0,0,1
35805,35908,35854,54,0,0,1
35845,35902,35854,48,0,0,1
35885,35900,35854,46,0,0,1
35805,35890,35854,36,0,0,1
35845,35886,35854,32,0,0,1
35766,35874,35854,20,0,0,1
35885,35875,35854,21,0,0,1
35845,35872,35854,18,0,0,1
35805,35865,35854,12,0,0,1
35845,35863,35854,10,0,0,1
36342,35911,35855,56,0,0,1
35944,35914,35855,59,0,0,1
35845,35907,35855,53,0,0,1
35845,35901,35855,46,0,0,1
35905,35902,35855,47,0,0,1
35805,35892,35855,37,0,0,1
35845,35887,35855,32,0,0,1
35805,35879,35855,24,0,0,1
35885,35880,35855,25,0,0,1
35805,35872,35855,17,0,0,1
35944,35879,35855,24,0,0,1
35766,35868,35855,13,0,0,1
36361,35917,35856,62,0,0,1
35984,35924,35856,68,0,0,1
35805,35912,35856,56,0,0,1
35845,35905,35856,50,0,0,1
35845,35899,35856,43,0,0,1
35845,35894,35856,38,0,0,1
35706,35875,35856,20,0,0,1
35805,35868,35855,13,0,0,1
35845,35866,35855,10,0,0,1
35746,35854,35855,-1,0,0,1
35845,35853,35855,-2,0,0,1
36441,35912,35856,55,0,0,1
35845,35905,35856,49,0,0,1
35805,35895,35856,39,0,0,1
35805,35886,35856,30,0,0,1
35805,35878,35856,22,0,0,1
35845,35875,35856,19,0,0,1
35984,35886,35856,29,0,0,1
35805,35878,35856,21,0,0,1
35984,35888,35856,32,0,0,1
35925,35892,35857,35,0,0,1
35925,35895,35857,38,0,0,1
35885,35894,35857,37,0,0,1
36044,35909,35857,52,0,0,1
36361,35954,35858,96,0,0,1
35845,35943,35858,85,0,0,1
35845,35934,35858,75,0,0,1
35885,35929,35858,71,0,0,1
35865,35922,35858,64,0,0,1
35845,35915,35858,56,0,0,1
36004,35924,35858,65,0,0,1
35805,35912,35858,53,0,0,1
35845,35905,35858,47,0,0,1
35805,35895,35858,37,0,0,1
35964,35902,35858,43,0,0,1
35905,35902,35859,44,0,0,1
36441,35956,35860,96,0,0,1
35865,35947,35860,87,0,0,1
35805,35933,35860,73,0,0,1
35746,35914,35859,55,0,0,1
35865,35909,35859,50,0,0,1
35885,35907,35859,47,0,0,1
35865,35903,35859,43,0,0,1
35865,35899,35859,39,0,0,1
35845,35893,35859,34,0,0,1
35746,35879,35859,19,0,0,1
36064,35897,35860,38,0,0,1
35805,35888,35860,28,0,0,1
36361,35935,35861,75,0,0,1
35885,35930,35861,70,0,0,1
35805,35918,35860,57,0,0,1
35905,35916,35861,56,0,0,1
35845,35909,35861,49,0,0,1
35805,35899,35860,38,0,0,1
35865,35895,35860,35,0,0,1
35865,35892,35860,32,0,0,1
35845,35888,35860,27,0,0,1
35865,35885,35860,25,0,0,1
35805,35877,35860,17,0,0,1
35805,35870,35860,10,0,0,1
35805,35864,35860,4,0,0,1
36342,35911,35861,50,0,0,1
35805,35901,35861,40,0,0,1
35805,35891,35861,30,0,0,1
35706,35873,35860,12,0,0,1
35845,35870,35860,9,0,0,1
35805,35863,35860,3,0,0,1
35944,35871,35861,11,0,0,1
35805,35865,35860,4,0,0,1
35885,35867,35860,6,0,0,1
35885,35869,35861,8,0,0,1
35845,35866,35860,6,0,0,1
35905,35870,35861,10,0,0,1
36361,35919,35862,58,0,0,1
35865,35914,35862,52,0,0,1
35766,35899,35861,38,0,0,1
35805,35890,35861,28,0,0,1
35845,35885,35861,24,0,0,1
35805,35877,35861,16,0,0,1
35905,35880,35861,19,0,0,1
36064,35898,35862,37,0,0,1
35805,35889,35862,27,0,0,1
35925,35893,35862,31,0,0,1
35805,35884,35862,22,0,0,1
35925,35888,35862,26,0,0,1
35805,35880,35862,18,0,0,1
36361,35928,35863,65,0,0,1
35964,35931,35863,69,0,0,1
35706,35909,35862,46,0,0,1
36044,35922,35863,60,0,0,1
35746,35905,35863,42,0,0,1
35885,35903,35863,40,0,0,1
36064,35919,35863,56,0,0,1
35746,35902,35863,39,0,0,1
35944,35906,35863,43,0,0,1
35746,35890,35863,27,0,0,1
35805,35881,35863,19,0,0,1
35885,35882,35863,19,0,0,1
35805,35874,35862,12,0,0,1
36481,35935,35864,71,0,0,1
35805,35922,35864,58,0,0,1
35766,35906,35863,43,0,0,1
35805,35896,35863,33,0,0,1
35746,35881,35863,18,0,0,1
36103,35903,35864,40,0,0,1
35805,35893,35863,30,0,0,1
36123,35916,35864,52,0,0,1
35925,35917,35864,53,0,0,1
35885,35914,35864,50,0,0,1
35925,35915,35864,51,0,0,1
35885,35912,35864,48,0,0,1
36441,35965,35865,100,0,0,1
35805,35949,35865,84,0,0,1
35925,35947,35865,81,0,0,1
35805,35932,35865,67,0,0,1
35845,35924,35865,58,0,0,1
35865,35918,35865,53,0,0,1
35845,35911,35865,45,0,0,1
35746,35894,35865,29,0,0,1
35766,35881,35865,16,0,0,1
35865,35880,35865,15,0,0,1
35925,35884,35865,19,0,0,1
35905,35886,35865,21,0,0,1
35885,35886,35865,21,0,0,1
36361,35934,35866,68,0,0,1
35845,35925,35866,59,0,0,1
35845,35917,35866,51,0,0,1
35845,35910,35866,44,0,0,1
35885,35907,35866,41,0,0,1
35885,35905,35866,39,0,0,1
35845,35899,35866,33,0,0,1
35706,35880,35866,14,0,0,1
35805,35872,35866,7,0,0,1
35865,35871,35866,6,0,0,1
35905,35875,35866,9,0,0,1
35885,35876,35866,10,0,0,1
36262,35914,35866,48,0,0,1
35905,35913,35867,47,0,0,1
35805,35903,35866,36,0,0,1
35766,35889,35866,23,0,0,1
35845,35885,35866,18,0,0,1
35944,35890,35866,24,0,0,1
35805,35882,35866,16,0,0,1
35706,35864,35866,-2,0,0,1
35805,35858,35866,-7,0,0,1
35627,35835,35865,-30,0,0,1
35805,35832,35865,-33,0,0,1
35746,35824,35865,-41,0,0,1
35905,35832,35865,-33,0,0,1
36421,35891,35866,24,0,0,1
35865,35888,35866,22,0,0,1
35706,35870,35866,4,0,0,1
35865,35869,35866,4,0,0,1
36083,35891,35866,24,0,0,1
35805,35882,35866,16,0,0,1
35925,35886,35866,20,0,0,1
35805,35878,35866,12,0,0,1
35885,35879,35866,13,0,0,1
35865,35878,35866,11,0,0,1
35766,35866,35866,0,0,0,1
35805,35860,35866,-6,0,0,1
36401,35914,35867,47,0,0,1
35905,35913,35867,46,0,0,1
35885,35911,35867,43,0,0,1
36044,35924,35867,56,0,0,1
35805,35912,35867,45,0,0,1
35964,35917,35868,50,0,0,1
35805,35906,35867,39,0,0,1
35845,35900,35867,33,0,0,1
35746,35884,35867,17,0,0,1
35885,35885,35867,17,0,0,1
35706,35867,35867,0,0,0,1
35885,35869,35867,2,0,0,1
36361,35918,35868,50,0,0,1
35865,35912,35868,45,0,0,1
35805,35902,35868,34,0,0,1
35845,35896,35868,28,0,0,1
35845,35891,35868,23,0,0,1
35885,35890,35868,23,0,0,1
35845,35886,35868,18,0,0,1
35805,35878,35868,10,0,0,1
35845,35874,35867,7,0,0,1
35845,35871,35867,4,0,0,1
35805,35865,35867,-2,0,0,1
35845,35863,35867,-4,0,0,1
35746,35851,35867,-16,0,0,1
36501,35916,35868,48,0,0,1
35865,35911,35868,43,0,0,1
35845,35904,35868,36,0,0,1
35805,35894,35868,26,0,0,1
35805,35886,35868,18,0,0,1
35845,35881,35868,14,0,0,1
35805,35874,35868,6,0,0,1
35805,35867,35868,-1,0,0,1
35746,35855,35867,-13,0,0,1
35845,35854,35867,-14,0,0,1
35805,35849,35867,-18,0,0,1
35805,35845,35867,-23,0,0,1
36342,35894,35868,26,0,0,1
35984,35903,35868,35,0,0,1
35766,35890,35868,21,0,0,1
35805,35881,35868,13,0,0,1
35805,35873,35868,6,0,0,1
35805,35867,35868,-1,0,0,1
35845,35864,35868,-3,0,0,1
35805,35859,35868,-9,0,0,1
35845,35857,35868,-10,0,0,1
35766,35848,35867,-19,0,0,1
35746,35838,35867,-29,0,0,1
35885,35843,35867,-25,0,0,1
35805,35839,35867,-28,0,0,1
36361,35891,35868,23,0,0,1
35885,35890,35868,22,0,0,1
35746,35876,35868,8,0,0,1
35885,35877,35868,9,0,0,1
35805,35870,35868,2,0,0,1
35905,35873,35868,5,0,0,1
35805,35866,35868,-1,0,0,1
35905,35870,35868,2,0,0,1
35746,35858,35868,-10,0,0,1
35845,35857,35868,-11,0,0,1
35845,35855,35867,-12,0,0,1
35805,35850,35867,-17,0,0,1
36361,35901,35868,33,0,0,1
35925,35904,35868,35,0,0,1
35805,35894,35868,26,0,0,1
35885,35893,35868,25,0,0,1
35805,35884,35868,16,0,0,1
35964,35892,35868,24,0,0,1
35805,35883,35868,15,0,0,1
35845,35880,35868,11,0,0,1
35766,35868,35868,0,0,0,1
35805,35862,35868,-6,0,0,1
35865,35862,35868,-6,0,0,1
35746,35851,35868,-17,0,0,1
35766,35842,35868,-25,0,0,1
36441,35902,35869,33,0,0,1
35845,35896,35869,28,0,0,1
35805,35887,35869,19,0,0,1
35766,35875,35868,7,0,0,1
35805,35868,35868,0,0,0,1
35805,35862,35868,-6,0,0,1
35885,35864,35868,-4,0,0,1
35805,35858,35868,-10,0,0,1
35885,35861,35868,-7,0,0,1
35805,35855,35868,-13,0,0,1
35805,35850,35868,-18,0,0,1
35865,35852,35868,-16,0,0,1
36361,35903,35869,34,0,0,1
35885,35901,35869,32,0,0,1
35865,35897,35869,29,0,0,1
35805,35888,35869,19,0,0,1
35845,35884,35869,15,0,0,1
35805,35876,35869,7,0,0,1
35805,35869,35868,0,0,0,1
35845,35866,35868,-2,0,0,1
35805,35860,35868,-8,0,0,1
35805,35855,35868,-13,0,0,1
35845,35854,35868,-14,0,0,1
35845,35853,35868,-15,0,0,1
36481,35916,35869,46,0,0,1
35845,35909,35869,39,0,0,1
35905,35908,35869,39,0,0,1
35885,35906,35869,37,0,0,1
35805,35896,35869,27,0,0,1
35925,35899,35869,29,0,0,1
35805,35889,35869,20,0,0,1
35845,35885,35869,16,0,0,1
35805,35877,35869,8,0,0,1
35805,35870,35869,1,0,0,1
35845,35867,35869,-2,0,0,1
35805,35861,35869,-8,0,0,1
36401,35915,35870,45,0,0,1
35865,35910,35870,40,0,0,1
35805,35900,35870,30,0,0,1
35885,35898,35870,28,0,0,1
35845,35893,35870,23,0,0,1
35805,35884,35870,14,0,0,1
35845,35880,35869,11,0,0,1
35805,35873,35869,3,0,0,1
35805,35866,35869,-3,0,0,1
35805,35860,35869,-9,0,0,1
35845,35858,35869,-11,0,0,1
36361,35909,35870,39,0,0,1
35885,35906,35870,36,0,0,1
35845,35900,35870,30,0,0,1
35925,35903,35870,32,0,0,1
35805,35893,35870,23,0,0,1
35805,35884,35870,14,0,0,1
35805,35876,35870,6,0,0,1
35845,35873,35870,3,0,0,1
35845,35870,35870,0,0,0,1
35845,35868,35870,-2,0,0,1
35766,35857,35869,-12,0,0,1
35845,35856,35869,-13,0,0,1
35805,35851,35869,-18,0,0,1
36361,35902,35870,32,0,0,1
35865,35898,35870,28,0,0,1
35964,35905,35870,35,0,0,1
35845,35899,35870,29,0,0,1
35805,35890,35870,19,0,0,1
35845,35885,35870,15,0,0,1
35805,35877,35870,7,0,0,1
35845,35874,35870,4,0,0,1
35845,35871,35870,1,0,0,1
35805,35864,35870,-5,0,0,1
35805,35858,35870,-11,0,0,1
35845,35857,35870,-13,0,0,1
35845,35856,35870,-14,0,0,1
36401,35910,35871,40,0,0,1
35925,35912,35871,41,0,0,1
35845,35905,35871,34,0,0,1
35845,35899,35871,28,0,0,1
35845,35894,35871,23,0,0,1
35845,35889,35871,18,0,0,1
35845,35884,35870,14,0,0,1
35805,35876,35870,6,0,0,1
35845,35873,35870,3,0,0,1
35845,35870,35870,0,0,0,1
35845,35868,35870,-2,0,0,1
35805,35862,35870,-8,0,0,1
36342,35910,35871,39,0,0,1
35925,35911,35871,40,0,0,1
35845,35905,35871,34,0,0,1
35885,35903,35871,32,0,0,1
35805,35893,35871,22,0,0,1
35805,35884,35871,13,0,0,1
35805,35876,35871,5,0,0,1
35845,35873,35871,2,0,0,1
35805,35866,35871,-4,0,0,1
35865,35866,35871,-4,0,0,1
35845,35864,35870,-7,0,0,1
35805,35858,35870,-12,0,0,1
36361,35908,35871,37,0,0,1
35944,35912,35872,40,0,0,1
35805,35901,35871,30,0,0,1
35845,35896,35871,24,0,0,1
35885,35895,35871,23,0,0,1
35805,35886,35871,14,0,0,1
35845,35882,35871,10,0,0,1
35845,35878,35871,7,0,0,1
35845,35875,35871,4,0,0,1
35845,35872,35871,1,0,0,1
35805,35865,35871,-6,0,0,1
36361,35915,35872,43,0,0,1
35885,35912,35872,40,0,0,1
35805,35901,35872,29,0,0,1
35885,35899,35872,28,0,0,1
35845,35894,35872,22,0,0,1
35845,35889,35872,17,0,0,1
35805,35881,35872,9,0,0,1
35865,35879,35872,8,0,0,1
35805,35872,35871,0,0,0,1
35805,35865,35871,-6,0,0,1
35845,35863,35871,-8,0,0,1
35805,35857,35871,-14,0,0,1
36421,35914,35872,41,0,0,1
35865,35909,35872,37,0,0,1
35885,35906,35872,34,0,0,1
35805,35896,35872,24,0,0,1
35805,35887,35872,15,0,0,1
35865,35885,35872,13,0,0,1
35805,35877,35872,5,0,0,1
35805,35870,35872,-2,0,0,1
35805,35863,35872,-8,0,0,1
35845,35861,35872,-10,0,0,1
35805,35856,35871,-16,0,0,1
35845,35855,35871,-17,0,0,1
35805,35850,35871,-21,0,0,1
36421,35907,35872,35,0,0,1
35925,35909,35872,36,0,0,1
35845,35902,35872,30,0,0,1
35706,35883,35872,11,0,0,1
35845,35879,35872,7,0,0,1
35885,35880,35872,7,0,0,1
35845,35876,35872,4,0,0,1
35865,35875,35872,3,0,0,1
35885,35876,35872,4,0,0,1
35885,35877,35872,5,0,0,1
35865,35876,35872,4,0,0,1
35805,35869,35872,-3,0,0,1
36361,35918,35873,45,0,0,1
35805,35907,35873,34,0,0,1
36004,35916,35873,43,0,0,1
35845,35909,35873,36,0,0,1
35885,35907,35873,34,0,0,1
35805,35897,35873,24,0,0,1
35805,35887,35873,15,0,0,1
35746,35873,35872,1,0,0,1
36044,35890,35873,18,0,0,1
35845,35886,35873,13,0,0,1
35925,35890,35873,17,0,0,1
35845,35885,35873,12,0,0,1
35845,35881,35873,9,0,0,1
36540,35947,35874,73,0,0,1
35845,35937,35874,63,0,0,1
35885,35932,35874,58,0,0,1
35805,35919,35874,45,0,0,1
35805,35908,35874,34,0,0,1
35805,35897,35874,24,0,0,1
35766,35884,35873,11,0,0,1
35845,35880,35873,7,0,0,1
35805,35873,35873,0,0,0,1
35805,35866,35873,-7,0,0,1
35805,35860,35873,-13,0,0,1
35805,35854,35873,-18,0,0,1
36361,35905,35874,31,0,0,1
35964,35911,35874,37,0,0,1
35845,35904,35874,30,0,0,1
35805,35894,35874,21,0,0,1
35805,35885,35874,12,0,0,1
35984,35895,35874,21,0,0,1
35746,35880,35874,7,0,0,1
35885,35881,35874,7,0,0,1
35805,35873,35873,0,0,0,1
35925,35878,35874,5,0,0,1
35805,35871,35873,-2,0,0,1
35746,35859,35873,-15,0,0,1
36481,35921,35874,46,0,0,1
35885,35917,35874,43,0,0,1
35905,35916,35874,42,0,0,1
35805,35905,35874,31,0,0,1
35805,35895,35874,21,0,0,1
35845,35890,35874,16,0,0,1
35805,35881,35874,7,0,0,1
35805,35874,35874,0,0,0,1
35567,35843,35873,-30,0,0,1
35885,35847,35873,-26,0,0,1
35766,35839,35873,-34,0,0,1
35964,35852,35873,-22,0,0,1
36361,35903,35874,28,0,0,1
35805,35893,35874,19,0,0,1
35865,35890,35874,16,0,0,1
35865,35888,35874,14,0,0,1
35805,35879,35874,5,0,0,1
35984,35890,35874,16,0,0,1
35805,35881,35874,7,0,0,1
35905,35884,35874,10,0,0,1
35805,35876,35874,2,0,0,1
36044,35893,35874,18,0,0,1
35805,35884,35874,10,0,0,1
36501,35946,35875,70,0,0,1
35845,35935,35875,60,0,0,1
35885,35930,35875,55,0,0,1
36083,35946,35876,70,0,0,1
35805,35932,35876,56,0,0,1
35805,35919,35875,44,0,0,1
35766,35904,35875,28,0,0,1
35845,35898,35875,23,0,0,1
35845,35893,35875,17,0,0,1
35805,35884,35875,9,0,0,1
35766,35872,35875,-3,0,0,1
35905,35875,35875,0,0,0,1
