raw,filtered,baseline,delta,event,above_count,state
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
36183,36234,40094,-3860,0,398,1
36183,36229,40086,-3858,0,399,1
36203,36226,40079,-3853,0,400,1
36401,36244,40071,-3828,0,401,1
36481,36267,40064,-3797,0,402,1
36302,36271,40057,-3786,0,403,1
36640,36308,40050,-3742,0,404,1
36262,36303,40042,-3739,0,405,1
36123,36285,40034,-3749,0,406,1
36342,36291,40027,-3736,0,407,1
36779,36340,40020,-3681,0,408,1
36441,36350,40013,-3664,0,409,1
36361,36351,40006,-3655,0,410,1
36183,36334,39998,-3664,0,411,1
36143,36315,39991,-3676,0,412,1
36203,36304,39983,-3679,0,413,1
35984,36272,39975,-3703,0,414,1
36163,36261,39967,-3707,0,415,1
36163,36251,39960,-3709,0,416,1
36183,36244,39952,-3708,0,417,1
36123,36232,39945,-3712,0,418,1
36481,36257,39938,-3681,0,419,1
36302,36262,39930,-3669,0,420,1
35964,36232,39922,-3691,0,421,1
36163,36225,39915,-3690,0,422,1
36083,36211,39907,-3697,0,423,1
36342,36224,39900,-3676,0,424,1
36083,36210,39893,-3683,0,425,1
36580,36247,39886,-3639,0,426,1
36262,36248,39879,-3630,0,427,1
36361,36260,39872,-3612,0,428,1
36123,36246,39864,-3618,0,429,1
36302,36251,39857,-3606,0,430,1
36659,36292,39851,-3558,0,431,1
36163,36279,39843,-3564,0,432,1
36163,36268,39836,-3568,0,433,1
36183,36259,39829,-3569,0,434,1
36083,36242,39821,-3580,0,435,1
36242,36242,39814,-3572,0,436,1
36143,36232,39807,-3575,0,437,1
36779,36286,39801,-3514,0,438,1
36083,36266,39793,-3527,0,439,1
36441,36284,39786,-3503,0,440,1
36640,36319,39780,-3461,0,441,1
36421,36329,39773,-3444,0,442,1
36203,36317,39766,-3450,0,443,1
36501,36335,39760,-3425,0,444,1
36103,36312,39752,-3441,0,445,1
36143,36295,39745,-3450,0,446,1
36064,36272,39738,-3466,0,447,1
36123,36257,39731,-3474,0,448,1
36222,36254,39724,-3470,0,449,1
36262,36254,39717,-3462,0,450,1
36163,36245,39710,-3464,0,451,1
36302,36251,39703,-3452,0,452,1
36600,36286,39697,-3411,0,453,1
36501,36307,39690,-3383,0,454,1
36361,36313,39684,-3371,0,455,1
36262,36308,39677,-3369,0,456,1
36361,36313,39670,-3357,0,457,1
36342,36316,39663,-3348,0,458,1
36262,36310,39657,-3346,0,459,1
36203,36300,39650,-3350,0,460,1
36203,36290,39643,-3353,0,461,1
36083,36269,39636,-3366,0,462,1
36361,36278,39629,-3351,0,463,1
36183,36269,39622,-3353,0,464,1
36242,36266,39615,-3349,0,465,1
36540,36294,39609,-3316,0,466,1
36361,36300,39603,-3303,0,467,1
36401,36310,39596,-3286,0,468,1
36262,36306,39590,-3284,0,469,1
36242,36299,39583,-3284,0,470,1
36302,36299,39577,-3277,0,471,1
36262,36296,39570,-3274,0,472,1
36203,36286,39563,-3277,0,473,1
36361,36294,39557,-3263,0,474,1
36242,36289,39550,-3261,0,475,1
36143,36274,39543,-3269,0,476,1
36620,36309,39537,-3229,0,477,1
36481,36326,39531,-3205,0,478,1
36242,36318,39525,-3207,0,479,1
36083,36294,39518,-3224,0,480,1
36163,36281,39511,-3230,0,481,1
36044,36257,39504,-3247,0,482,1
36262,36258,39498,-3240,0,483,1
36203,36252,39491,-3239,0,484,1
36262,36253,39485,-3231,0,485,1
36044,36232,39478,-3246,0,486,1
